,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.671692 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2528512:2528768, ack 1, win 502, options [nop,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.847161 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621024:2621280, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847200 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2620512, win 214, options [nop,nop,TS val 2825818001 ecr 3493888966], length 0
19:05:10.847230 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621280:2621536, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847267 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621536:2621760, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 224
19:05:10.847303 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621760:2622016, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847339 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622016:2622272, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847374 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622272:2622528, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847395 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622528:2622784, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847443 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622784:2623232, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 448
19:05:10.847482 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623232:2623488, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847520 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623488:2623744, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847559 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623744:2624000, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847598 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624000:2624256, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847638 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624256:2624512, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847676 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624512:2624768, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847717 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624768:2625024, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847756 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625024:2625280, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847794 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625280:2625536, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847835 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625536:2625792, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847873 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625792:2626048, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847914 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626048:2626304, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.847963 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626304:2626560, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848003 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626560:2626816, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848041 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626816:2627072, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848110 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627072:2627328, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848167 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627328:2627584, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848209 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627584:2627840, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848249 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627840:2628096, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848288 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628096:2628352, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848327 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628352:2628608, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848368 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628608:2628864, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848407 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628864:2629120, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848446 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629120:2629376, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848486 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629376:2629632, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848526 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629632:2629888, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848568 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629888:2630144, ack 1, win 502, options [nop,nop,TS val 3493888967 ecr 2825818001], length 256
19:05:10.848605 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630144:2630400, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818001], length 256
19:05:10.848644 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630400:2630656, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818001], length 256
19:05:10.848679 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2627584, win 159, options [nop,nop,TS val 2825818003 ecr 3493888966], length 0
19:05:10.848705 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630656:2630912, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.848755 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630912:2631328, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 416
19:05:10.848793 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631328:2631584, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.848832 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631584:2631840, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.848874 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631840:2632096, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.848943 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632096:2632352, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.848985 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632352:2632608, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849029 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632608:2632864, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849067 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632864:2633120, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849107 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633120:2633376, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849146 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633376:2633632, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849187 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633632:2633888, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849225 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633888:2634144, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849264 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634144:2634400, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849303 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634400:2634656, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849341 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634656:2634912, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849384 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634912:2635168, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849422 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635168:2635424, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849462 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635424:2635680, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849500 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635680:2635936, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849542 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635936:2636192, ack 1, win 502, options [nop,nop,TS val 3493888968 ecr 2825818003], length 256
19:05:10.849594 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636192:2636448, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849661 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636448:2636704, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849723 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636704:2636960, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849778 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636960:2637216, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849830 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637216:2637472, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849876 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637472:2637728, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849932 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637728:2637984, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.849974 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637984:2638240, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850013 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638240:2638496, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850054 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638496:2638752, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850094 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638752:2639008, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850133 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639008:2639264, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850173 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639264:2639520, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850216 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639520:2639776, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850257 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639776:2640032, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850296 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640032:2640288, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850336 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640288:2640544, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850374 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640544:2640800, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850414 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640800:2641056, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850469 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641056:2641312, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850531 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641312:2641568, ack 1, win 502, options [nop,nop,TS val 3493888969 ecr 2825818003], length 256
19:05:10.850574 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641568:2641824, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850616 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641824:2642080, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850655 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642080:2642336, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850696 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642336:2642592, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850734 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642592:2642848, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850775 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642848:2643104, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818003], length 256
19:05:10.850790 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2636704, win 88, options [nop,nop,TS val 2825818005 ecr 3493888967], length 0
19:05:10.850847 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643104:2643520, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 416
19:05:10.850885 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643520:2643776, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.850928 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643776:2644032, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.850967 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644032:2644288, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851006 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644288:2644544, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851044 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644544:2644800, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851098 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644800:2645056, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851140 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645056:2645312, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851178 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645312:2645568, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851198 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2644032, win 31, options [nop,nop,TS val 2825818005 ecr 3493888969], length 0
19:05:10.851246 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645568:2645984, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 416
19:05:10.851290 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645984:2646240, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851328 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646240:2646496, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851368 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646496:2646752, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851406 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646752:2647008, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851447 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647008:2647264, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851489 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2646240, win 14, options [nop,nop,TS val 2825818006 ecr 3493888970], length 0
19:05:10.851495 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647264:2647520, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818005], length 256
19:05:10.851545 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647520:2647936, ack 1, win 502, options [nop,nop,TS val 3493888970 ecr 2825818006], length 416
19:05:10.851967 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2647936, win 1, options [nop,nop,TS val 2825818006 ecr 3493888970], length 0
19:05:10.914319 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2647936, win 269, options [nop,nop,TS val 2825818068 ecr 3493888970], length 0
19:05:10.914374 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647936:2648416, ack 1, win 502, options [nop,nop,TS val 3493889033 ecr 2825818068], length 480
19:05:10.914596 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648416:2648832, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 416
19:05:10.914657 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648832:2649088, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914704 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649088:2649344, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914751 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649344:2649600, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914796 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649600:2649856, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914838 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649856:2650112, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914890 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650112:2650368, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.914958 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650368:2650624, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915004 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650624:2650880, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915048 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650880:2651136, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915110 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651136:2651392, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915152 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651392:2651648, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915193 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651648:2651904, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
19:05:10.915245 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651904:2652160, ack 1, win 502, options [nop,nop,TS val 3493889034 ecr 2825818068], length 256
