r 2826250834], length 256
19:12:23.680285 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2531984:2532240, ack 1, win 502, options [nop,nop,TS val 3494321799 ecr 2826250834], length 256
19:12:23.828159 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624000:2624256, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828199 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624256:2624512, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828240 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624512:2624768, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828278 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2624768:2625024, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828319 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625024:2625280, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828357 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625280:2625536, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828396 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625536:2625792, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828438 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2625792:2626048, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828478 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626048:2626304, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828516 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626304:2626560, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828555 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626560:2626816, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828597 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2626816:2627072, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828635 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627072:2627328, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828675 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627328:2627584, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828714 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627584:2627840, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828753 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2627840:2628096, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828795 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628096:2628352, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828833 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628352:2628608, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.828874 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628608:2628864, ack 1, win 502, options [nop,nop,TS val 3494321948 ecr 2826250982], length 256
19:12:23.829326 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2625280, win 29, options [nop,nop,TS val 2826250983 ecr 3494321947], length 0
19:12:23.833036 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2628864, win 1, options [nop,nop,TS val 2826250987 ecr 3494321947], length 0
19:12:23.907357 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2628864, win 273, options [nop,nop,TS val 2826251061 ecr 3494321947], length 0
19:12:23.907412 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2628864:2629568, ack 1, win 502, options [nop,nop,TS val 3494322026 ecr 2826251061], length 704
19:12:23.907598 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629568:2629984, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 416
19:12:23.907663 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2629984:2630240, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907709 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630240:2630496, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907781 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630496:2630752, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907845 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2630752:2631008, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907892 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631008:2631264, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907934 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631264:2631520, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251061], length 256
19:12:23.907959 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2630752, win 259, options [nop,nop,TS val 2826251062 ecr 3494322026], length 0
19:12:23.908010 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631520:2631936, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 416
19:12:23.908054 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2631936:2632192, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908095 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632192:2632448, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908152 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632448:2632704, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908211 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632704:2632960, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908262 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2632960:2633216, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908304 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633216:2633472, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908350 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2632448, win 246, options [nop,nop,TS val 2826251062 ecr 3494322027], length 0
19:12:23.908378 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633472:2633728, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908413 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633728:2633952, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 224
19:12:23.908464 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2633952:2634400, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 448
19:12:23.908505 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634400:2634656, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908544 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634656:2634912, ack 1, win 502, options [nop,nop,TS val 3494322027 ecr 2826251062], length 256
19:12:23.908583 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2634912:2635168, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908623 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635168:2635424, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908662 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635424:2635680, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908706 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635680:2635936, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908751 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2635936:2636192, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908791 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636192:2636448, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908829 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636448:2636704, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908869 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636704:2636960, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908908 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2636960:2637216, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908949 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637216:2637472, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908988 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637472:2637728, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251062], length 256
19:12:23.908999 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2633952, win 235, options [nop,nop,TS val 2826251063 ecr 3494322027], length 0
19:12:23.909020 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2636448, win 216, options [nop,nop,TS val 2826251063 ecr 3494322027], length 0
19:12:23.909081 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2637728:2638320, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 592
19:12:23.909125 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638320:2638576, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909164 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638576:2638832, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909203 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2638832:2639088, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909243 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639088:2639344, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909277 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2638320, win 202, options [nop,nop,TS val 2826251063 ecr 3494322028], length 0
19:12:23.909294 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639344:2639600, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909344 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2639600:2640016, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 416
19:12:23.909382 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640016:2640272, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909421 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640272:2640528, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909459 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640528:2640784, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909499 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2640784:2641040, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909538 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641040:2641296, ack 1, win 502, options [nop,nop,TS val 3494322028 ecr 2826251063], length 256
19:12:23.909577 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641296:2641552, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909619 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641552:2641808, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909658 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2641808:2642064, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909715 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642064:2642320, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909757 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642320:2642576, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909796 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642576:2642832, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909835 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2642832:2643088, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909873 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643088:2643344, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909910 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643344:2643600, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909951 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643600:2643856, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.909990 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2643856:2644112, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910033 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644112:2644368, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910072 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644368:2644624, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910115 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644624:2644880, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910154 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2644880:2645136, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910193 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645136:2645392, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910233 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645392:2645648, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910272 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645648:2645904, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910314 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2645904:2646160, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910352 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646160:2646416, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910392 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646416:2646672, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910432 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646672:2646928, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910480 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2646928:2647184, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910521 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647184:2647440, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910562 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647440:2647696, ack 1, win 502, options [nop,nop,TS val 3494322029 ecr 2826251063], length 256
19:12:23.910600 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647696:2647952, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910639 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2647952:2648208, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910678 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648208:2648464, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910717 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648464:2648720, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910759 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648720:2648976, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910801 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2648976:2649232, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910840 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649232:2649488, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910879 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649488:2649744, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910920 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2649744:2650000, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.910962 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650000:2650256, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911001 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650256:2650512, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911041 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650512:2650768, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911098 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2650768:2651024, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911140 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651024:2651280, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911180 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651280:2651536, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911222 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651536:2651792, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911260 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2651792:2652048, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911299 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652048:2652304, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911344 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652304:2652560, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911383 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652560:2652816, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911422 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2652816:2653072, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911461 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653072:2653328, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251063], length 256
19:12:23.911491 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2641808, win 175, options [nop,nop,TS val 2826251066 ecr 3494322028], length 0
19:12:23.911528 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653328:2653744, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251066], length 416
19:12:23.911570 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2653744:2654000, ack 1, win 502, options [nop,nop,TS val 3494322030 ecr 2826251066], length 256
19:12:23.911610 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654000:2654256, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911652 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654256:2654512, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911703 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654512:2654768, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
19:12:23.911742 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2654768:2655024, ack 1, win 502, options [nop,nop,TS val 3494322031 ecr 2826251066], length 256
